,id,submitdate,lastpage,startlanguage,seed,age,sex,degree,d2[other],job,d5[other],risk_aver,best_intention,reciproc1,reciproc2_neg,fox,wsj,wp,cnn,abc,reuters,econ,nyt,time,forbes,none,d6[other],ladder_me,ladder_repub,ladder_demo,ladder_indep,pol_views,pol_party,d11[other],chatgpt_pol,bert_pol,llama_pol,chatgpt_know,chatgpt_use,chatgpt_perc_acc,llama_know,llama_use,llama_perc_acc,bert_know,bert_use,bert_perc_acc,openai_pol,meta_pol,twitter_pol,apple_pol,exxon_pol,chatgpt_att1,chatgpt_att2,chatgpt_att3,chatgpt_att4,chatgpt_att5,chatgpt_att6,bert_att1,bert_att2,bert_att3,bert_att4,bert_att5,bert_att6,llama_att1,llama_att2,llama_att3,llama_att4,llama_att5,llama_att6,p1id,reciproc2,reciproc,chatgpt_att_avg,llama_att_avg,chatgpt_pol_dis,openai_pol_dis,bert_pol_dis,llama_pol_dis,meta_pol_dis,job_int,deg_int
135,136,1980-01-01 00:00:00,5.0,en,686586345,39.0,0,Completed vocational training,,Other,Disabled,4.0,5.0,8.0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,3.0,6.0,6.0,5.0,7.0,-1,,4.0,4.0,4.0,1,0,0.4,0,0,0.4,0,0,0.4,4.0,3.0,3.0,4.0,2.0,3.0,2.0,2.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6019bbb66e5c2815ba3728b6,8.0,8.0,2.5,3.0,3.0,3.0,3.0,3.0,4.0,7,4
136,137,1980-01-01 00:00:00,5.0,en,1204119016,55.0,1,Undergraduate (University),,Self-employed,,8.0,8.0,8.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,6.0,6.0,4.0,5.0,4.0,Other,libertarian,6.0,4.0,4.0,1,1,0.8,0,0,0.6,0,0,0.6,4.0,7.0,3.0,6.0,6.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,62fd17440d5147b43183b0aa,10.0,9.0,4.333333333333333,4.333333333333333,2.0,0.0,0.0,0.0,3.0,0,1
137,138,1980-01-01 00:00:00,5.0,en,1868935917,28.0,1,Graduate (University),,Self-employed,,2.0,6.0,8.0,8.0,0,0,1,0,0,0,0,1,0,0,0,0,4.0,8.0,6.0,5.0,7.0,-1,,2.0,4.0,4.0,1,1,0.6,0,0,0.6,0,0,0.6,4.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,5.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,63d803fe12fac7c6d3d14012,3.0,5.5,3.0,2.1666666666666665,5.0,3.0,3.0,3.0,5.0,0,0
138,139,1980-01-01 00:00:00,5.0,en,1839324386,27.0,0,Undergraduate (University),,Unemployed,,3.0,5.0,6.0,7.0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,9.0,7.0,4.0,4.0,0,,4.0,4.0,4.0,1,1,0.6,0,0,0.6,0,0,0.6,4.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,63b777804c8a26a81128a248,4.0,5.0,2.8333333333333335,3.0,0.0,0.0,0.0,0.0,1.0,6,1
139,140,1980-01-01 00:00:00,5.0,en,417442177,36.0,0,Undergraduate (University),,Employed full-time,,5.0,5.0,9.0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,5.0,8.0,6.0,5.0,4.0,-1,,4.0,1.0,2.0,0,0,0.8,0,0,0.8,0,0,0.4,4.0,5.0,5.0,5.0,4.0,3.0,4.0,3.0,4.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5d69ac222b85a000015e352f,8.0,8.5,3.6666666666666665,3.0,0.0,0.0,3.0,2.0,1.0,3,1
140,141,1980-01-01 00:00:00,5.0,en,1614684362,22.0,0,High school,,Employed full-time,,3.0,3.0,9.0,5.0,1,0,1,1,0,0,0,1,0,0,0,0,3.0,4.0,6.0,6.0,5.0,-1,,6.0,4.0,4.0,1,1,0.8,0,0,0.6,0,0,0.6,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5dd9df0e946f7c97406a55ea,6.0,7.5,4.0,3.0,1.0,0.0,1.0,1.0,1.0,3,3
141,142,1980-01-01 00:00:00,5.0,en,1216056839,30.0,1,Undergraduate (University),,Employed full-time,,3.0,4.0,9.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,7.0,9.0,8.0,5.0,4.0,0,,6.0,4.0,4.0,1,0,0.8,0,0,0.6,0,0,0.6,7.0,7.0,7.0,7.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6286642579f3b7c4d3f863c4,10.0,9.5,2.3333333333333335,3.0,2.0,3.0,0.0,0.0,3.0,3,1
142,143,1980-01-01 00:00:00,5.0,en,1379851247,39.0,0,Graduate (University),,Employed part-time,,6.0,4.0,9.0,4.0,0,0,0,1,0,1,0,0,0,0,0,0,6.0,4.0,6.0,7.0,5.0,-1,,4.0,4.0,4.0,1,0,0.8,0,0,0.6,0,0,0.6,4.0,3.0,1.0,5.0,2.0,4.0,3.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,61644d760c8439f52ae07d35,7.0,8.0,3.3333333333333335,3.0,1.0,1.0,1.0,1.0,2.0,2,0
143,144,1980-01-01 00:00:00,5.0,en,1509302506,36.0,1,Undergraduate (University),,Employed full-time,,1.0,9.0,10.0,1.0,0,0,0,1,0,0,0,0,1,1,0,0,3.0,3.0,3.0,3.0,6.0,-1,,4.0,4.0,4.0,1,1,0.8,0,0,0.6,0,0,0.6,4.0,6.0,3.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5588c479fdf99b304ee563eb,10.0,10.0,3.1666666666666665,3.0,2.0,2.0,2.0,2.0,0.0,3,1
144,145,1980-01-01 00:00:00,5.0,en,435495777,37.0,1,Completed vocational training,,Homemaker,,8.0,7.0,7.0,5.0,0,0,0,0,0,0,0,0,0,0,1,0,5.0,4.0,6.0,6.0,6.0,-1,,6.0,5.0,5.0,1,1,1.0,0,0,0.6,0,0,0.6,6.0,5.0,4.0,6.0,3.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5dd365bdaf16d337333e212e,6.0,6.5,4.666666666666667,3.0,0.0,0.0,1.0,1.0,1.0,5,4
145,146,1980-01-01 00:00:00,5.0,en,1944725440,35.0,0,Undergraduate (University),,Homemaker,,2.0,7.0,7.0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,4.0,5.0,5.0,4.0,6.0,-1,,4.0,4.0,4.0,1,0,0.8,0,0,0.6,0,0,0.6,4.0,6.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,2.0,3.0,5.0,4.0,5.0,4.0,2.0,2.0,4.0,3.0,4.0,4.0,1.0,2.0,5d85150104ad7f00180935d1,8.0,7.5,3.5,3.0,2.0,2.0,2.0,2.0,0.0,5,1
146,147,1980-01-01 00:00:00,5.0,en,268114940,34.0,1,Graduate (University),,Employed full-time,,3.0,2.0,7.0,6.0,0,1,1,1,1,0,0,1,0,0,0,0,6.0,7.0,7.0,6.0,5.0,-1,,4.0,4.0,4.0,1,0,0.8,0,0,0.6,0,0,0.6,4.0,3.0,2.0,5.0,2.0,5.0,4.0,5.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,5d474d1fab2d280015bb0110,5.0,6.0,4.333333333333333,2.5,1.0,1.0,1.0,1.0,2.0,3,0
147,148,1980-01-01 00:00:00,5.0,en,546027996,23.0,0,Undergraduate (University),,Employed part-time,,7.0,5.0,6.0,4.0,0,0,0,0,0,0,0,0,0,0,1,0,5.0,10.0,8.0,5.0,5.0,-1,,4.0,4.0,4.0,1,0,0.6,0,0,0.6,0,0,0.6,3.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,5.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,3.0,5eb3d066d0e0231abd2cedc0,7.0,6.5,3.0,2.8333333333333335,1.0,2.0,1.0,1.0,4.0,2,1
148,149,1980-01-01 00:00:00,5.0,en,51835188,25.0,0,Graduate (University),,Employed full-time,,4.0,9.0,7.0,10.0,0,0,0,0,0,0,0,1,0,0,0,0,8.0,9.0,5.0,9.0,6.0,-1,,5.0,4.0,4.0,1,1,0.8,0,0,0.6,0,0,0.6,5.0,5.0,3.0,3.0,2.0,4.0,4.0,5.0,5.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5f1201f1c1ac1410a8f39a21,1.0,4.0,4.5,3.0,1.0,1.0,2.0,2.0,1.0,3,0
149,150,1980-01-01 00:00:00,5.0,en,1149179271,24.0,1,Undergraduate (University),,Employed part-time,,3.0,9.0,8.0,9.0,0,0,1,0,1,0,0,1,1,0,0,0,5.0,8.0,8.0,6.0,7.0,-1,,2.0,4.0,4.0,1,0,0.4,0,0,0.6,0,0,0.6,4.0,2.0,5.0,6.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,61018e110680d3e45deb53ad,2.0,5.0,2.1666666666666665,3.0,5.0,3.0,3.0,3.0,5.0,2,1
150,151,1980-01-01 00:00:00,5.0,en,818757186,27.0,1,High school,,Unemployed,,4.0,6.0,8.0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,3.0,8.0,6.0,5.0,7.0,-1,,4.0,4.0,4.0,1,0,0.8,0,0,0.6,0,0,0.6,4.0,2.0,4.0,4.0,3.0,4.0,3.0,3.0,5.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5a9b40af4eecca0001dd8523,9.0,8.5,3.1666666666666665,3.0,3.0,3.0,3.0,3.0,5.0,6,3
151,152,1980-01-01 00:00:00,5.0,en,1873358176,31.0,0,Undergraduate (University),,Employed full-time,,2.0,2.0,8.0,1.0,0,0,0,0,0,0,0,1,0,1,0,0,7.0,9.0,4.0,5.0,7.0,-1,,4.0,4.0,4.0,1,1,0.6,0,0,0.6,0,0,0.6,4.0,4.0,1.0,5.0,4.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,63bc5668e856a67c2cd471de,10.0,9.0,3.1666666666666665,3.0,3.0,3.0,3.0,3.0,3.0,3,1
152,153,1980-01-01 00:00:00,5.0,en,496744677,24.0,0,Undergraduate (University),,Unemployed,,8.0,2.0,10.0,9.0,0,1,1,1,0,0,1,1,1,1,0,0,4.0,5.0,7.0,6.0,6.0,-1,,5.0,4.0,4.0,1,1,0.8,0,0,0.6,0,0,0.6,5.0,2.0,2.0,4.0,1.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,5.0,61032274bad76a096a09f0b0,2.0,6.0,4.666666666666667,3.3333333333333335,1.0,1.0,2.0,2.0,4.0,6,1
153,154,1980-01-01 00:00:00,5.0,en,1235010832,33.0,0,Undergraduate (University),,Unemployed,,5.0,3.0,5.0,3.0,0,0,0,1,0,0,0,0,1,1,0,0,5.0,1.0,1.0,1.0,7.0,Other,,4.0,4.0,4.0,1,1,0.8,0,0,0.6,0,0,0.6,4.0,1.0,3.0,4.0,1.0,2.0,2.0,2.0,4.0,1.0,3.0,3.0,3.0,4.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,610055ffe4d2514e9cf1073f,8.0,6.5,2.3333333333333335,2.3333333333333335,3.0,3.0,3.0,3.0,6.0,6,1
154,155,1980-01-01 00:00:00,5.0,en,565446866,29.0,1,High school,,Employed full-time,,8.0,7.0,8.0,7.0,0,0,0,0,0,0,0,0,0,0,0,Local,3.0,7.0,2.0,8.0,2.0,0,,5.0,4.0,4.0,1,1,1.0,0,0,0.6,0,0,0.6,3.0,2.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,2.0,5.0,4.0,4.0,5.0,5.0,1.0,4.0,4.0,4.0,5.0,4.0,1.0,3.0,60ed0e7149a025da16189d35,4.0,6.0,4.333333333333333,3.5,3.0,1.0,2.0,2.0,0.0,3,3
155,156,1980-01-01 00:00:00,5.0,en,1165751689,42.0,1,Undergraduate (University),,Employed full-time,,4.0,5.0,6.0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,6.0,6.0,6.0,6.0,3.0,1,,4.0,4.0,4.0,0,0,0.6,0,0,0.6,0,0,0.6,5.0,5.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,4.0,3.0,4.0,4.0,5fca97a4b105427256733533,8.0,7.0,1.0,4.166666666666667,1.0,2.0,1.0,1.0,2.0,3,1
156,157,1980-01-01 00:00:00,5.0,en,586207695,66.0,0,University of Applied Sciences degree,,Employed part-time,,1.0,10.0,10.0,1.0,0,0,0,1,1,0,0,0,0,0,0,0,7.0,1.0,7.0,5.0,7.0,-1,,4.0,1.0,1.0,0,0,0.6,1,1,0.6,1,1,0.6,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,5c6b646349b7f0000120b659,10.0,10.0,2.3333333333333335,2.3333333333333335,3.0,3.0,6.0,6.0,3.0,2,5
157,158,1980-01-01 00:00:00,5.0,en,1335485680,38.0,0,Undergraduate (University),,Employed part-time,,6.0,7.0,9.0,6.0,1,0,0,0,0,0,0,0,0,0,0,0,6.0,7.0,4.0,5.0,6.0,1,,3.0,3.0,3.0,1,1,0.8,0,0,0.6,0,0,0.6,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,5ffe640167408f52d6db782c,5.0,7.0,3.6666666666666665,3.1666666666666665,3.0,1.0,3.0,3.0,1.0,2,1
158,159,1980-01-01 00:00:00,5.0,en,2020189541,52.0,0,High school,,Self-employed,,1.0,3.0,9.0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,8.0,1.0,3.0,2.0,-1,,4.0,4.0,4.0,0,0,0.6,0,0,0.6,0,0,0.6,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,1.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5bca8e280f10750001d76774,8.0,8.5,2.8333333333333335,3.0,2.0,2.0,2.0,2.0,2.0,0,3
159,160,1980-01-01 00:00:00,5.0,en,303003860,51.0,1,Undergraduate (University),,Employed full-time,,4.0,5.0,7.0,3.0,0,0,0,0,1,0,0,1,0,0,0,0,4.0,5.0,5.0,5.0,2.0,1,,5.0,4.0,4.0,1,1,0.6,0,0,0.6,0,0,0.6,5.0,6.0,6.0,6.0,4.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5a4d81d1f4c9dc000164a098,8.0,7.5,2.1666666666666665,3.0,3.0,3.0,2.0,2.0,4.0,3,1
160,161,1980-01-01 00:00:00,5.0,en,1715373104,24.0,0,High school,,Unemployed,,1.0,1.0,6.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,6.0,5.0,5.0,5.0,4.0,Other,No affiliation,4.0,4.0,4.0,1,0,0.8,0,0,0.2,0,0,0.2,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5c1ac9a924e01a000144e64a,9.0,7.5,3.1666666666666665,3.0,0.0,0.0,0.0,0.0,0.0,6,3
161,162,1980-01-01 00:00:00,5.0,en,785148761,22.0,0,University of Applied Sciences degree,,Employed part-time,,5.0,6.0,8.0,6.0,0,1,0,0,0,0,0,0,0,0,0,0,6.0,4.0,3.0,8.0,5.0,-1,,7.0,3.0,2.0,1,0,0.4,0,0,0.8,0,0,0.2,7.0,6.0,5.0,5.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,1.0,4.0,3.0,4.0,3.0,5.0,5.0,3.0,1.0,2.0,5.0,4.0,606ce0f75b8d0912f0c4f866,5.0,6.5,2.3333333333333335,3.3333333333333335,2.0,2.0,2.0,3.0,1.0,2,5
162,163,1980-01-01 00:00:00,5.0,en,565779240,19.0,1,High school,,Student,,2.0,6.0,7.0,4.0,0,0,0,0,0,0,0,0,0,0,1,0,6.0,4.0,8.0,7.0,6.0,-1,,6.0,5.0,5.0,1,1,0.4,0,0,0.2,0,0,0.2,5.0,6.0,5.0,6.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6361684773df215265bd139c,7.0,7.0,1.8333333333333333,2.0,0.0,1.0,1.0,1.0,0.0,1,3
163,164,1980-01-01 00:00:00,5.0,en,916297228,28.0,0,Undergraduate (University),,Employed full-time,,2.0,3.0,9.0,2.0,0,0,1,0,0,1,0,1,0,0,0,0,5.0,5.0,6.0,5.0,4.0,-1,,5.0,5.0,4.0,1,0,0.8,0,0,0.6,1,0,0.8,5.0,6.0,4.0,6.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,5c873649fff8430016e9aa7a,9.0,9.0,3.8333333333333335,3.6666666666666665,1.0,1.0,1.0,0.0,2.0,3,1
164,165,1980-01-01 00:00:00,5.0,en,1912532656,33.0,0,Undergraduate (University),,Employed full-time,,3.0,7.0,7.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,6.0,5.0,5.0,8.0,5.0,-1,,2.0,4.0,4.0,1,1,0.8,0,0,0.6,0,0,0.6,4.0,5.0,3.0,6.0,3.0,4.0,4.0,4.0,4.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0,5fc70104446bb4123cfc7328,9.0,8.0,3.1666666666666665,3.1666666666666665,3.0,1.0,1.0,1.0,0.0,3,1
165,166,1980-01-01 00:00:00,5.0,en,224021260,52.0,0,PhD (University),,Self-employed,,7.0,7.0,8.0,3.0,0,0,0,0,0,0,0,0,0,0,0,Democracy Now!,3.0,7.0,5.0,6.0,6.0,-1,,4.0,4.0,4.0,1,1,0.8,0,0,0.6,0,0,0.6,4.0,3.0,5.0,5.0,2.0,4.0,4.0,4.0,5.0,2.0,5.0,3.0,3.0,3.0,4.0,1.0,5.0,3.0,3.0,3.0,4.0,1.0,5.0,60c81a232837d9f7d4a641bf,8.0,8.0,4.0,3.1666666666666665,2.0,2.0,2.0,2.0,3.0,0,6
166,167,1980-01-01 00:00:00,5.0,en,282461515,33.0,1,Undergraduate (University),,Employed full-time,,5.0,7.0,9.0,7.0,0,0,1,0,0,0,0,0,0,0,0,0,8.0,2.0,6.0,4.0,5.0,-1,,4.0,4.0,3.0,1,1,0.8,0,0,0.8,0,0,0.6,4.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,640aa1e85a4f015930c65b0c,4.0,6.5,3.5,3.3333333333333335,1.0,1.0,1.0,2.0,0.0,3,1
167,168,1980-01-01 00:00:00,5.0,en,2019551987,26.0,1,Undergraduate (University),,Employed part-time,,3.0,6.0,9.0,2.0,1,1,0,0,1,1,1,1,0,1,0,0,3.0,7.0,5.0,6.0,3.0,1,,6.0,5.0,6.0,1,1,0.8,0,0,0.6,0,0,0.6,6.0,7.0,5.0,6.0,2.0,5.0,4.0,5.0,5.0,2.0,4.0,4.0,2.0,2.0,3.0,1.0,4.0,3.0,2.0,2.0,4.0,1.0,2.0,5fc1e71eff237c1f8708ef5a,9.0,9.0,4.166666666666667,2.3333333333333335,3.0,3.0,2.0,3.0,4.0,2,1
168,169,1980-01-01 00:00:00,5.0,en,625476560,69.0,1,Graduate (University),,Retired,,2.0,3.0,1.0,9.0,0,0,0,0,0,0,0,1,0,0,0,0,6.0,9.0,5.0,5.0,7.0,-1,,4.0,4.0,4.0,1,0,0.6,0,0,0.6,0,0,0.4,5.0,3.0,4.0,6.0,1.0,4.0,4.0,4.0,5.0,2.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,5a59305aeedc320001427f5f,2.0,1.5,3.8333333333333335,1.6666666666666667,3.0,2.0,3.0,3.0,4.0,4,0
169,170,1980-01-01 00:00:00,5.0,en,450166477,19.0,0,High school,,Student,,7.0,7.0,8.0,4.0,0,0,0,0,0,0,0,0,0,0,1,0,6.0,7.0,8.0,4.0,6.0,1,,5.0,2.0,3.0,1,0,0.8,0,0,0.4,0,0,0.4,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,60fee2c94b4db58f1de6cbd0,7.0,7.5,3.5,3.8333333333333335,1.0,1.0,4.0,3.0,1.0,1,3
170,171,1980-01-01 00:00:00,5.0,en,1070873894,38.0,0,Undergraduate (University),,Unemployed,,7.0,8.0,9.0,2.0,0,0,0,0,0,0,0,0,0,0,0,NPR/PBS/BBC,3.0,5.0,5.0,5.0,7.0,-1,,3.0,4.0,3.0,1,0,0.6,1,0,0.6,1,0,0.6,4.0,3.0,4.0,3.0,1.0,3.0,2.0,3.0,4.0,1.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,602348484d326a1c5aa80bb7,9.0,9.0,2.5,1.8333333333333333,4.0,3.0,3.0,4.0,4.0,6,1
171,172,1980-01-01 00:00:00,5.0,en,252738627,35.0,1,Undergraduate (University),,Employed full-time,,3.0,4.0,9.0,7.0,0,0,0,1,1,0,0,0,1,1,0,0,3.0,9.0,6.0,4.0,6.0,-1,,3.0,4.0,4.0,1,1,0.8,1,0,0.6,1,0,0.6,4.0,1.0,6.0,3.0,1.0,4.0,4.0,4.0,5.0,2.0,5.0,3.0,2.0,2.0,5.0,1.0,4.0,3.0,2.0,2.0,5.0,1.0,4.0,6100ac178a474bfcc555379b,4.0,6.5,4.0,2.8333333333333335,3.0,2.0,2.0,2.0,5.0,3,1
172,173,1980-01-01 00:00:00,5.0,en,1222573975,32.0,1,Graduate (University),,Student,,4.0,7.0,9.0,3.0,0,1,1,0,0,0,0,1,0,0,0,0,3.0,7.0,6.0,6.0,6.0,-1,,4.0,4.0,4.0,1,1,0.8,0,0,0.6,0,0,0.6,6.0,5.0,3.0,5.0,4.0,4.0,4.0,5.0,5.0,3.0,5.0,4.0,3.0,3.0,5.0,3.0,5.0,4.0,4.0,4.0,5.0,3.0,5.0,5e51bd7888c3051f86b49096,8.0,8.5,4.333333333333333,4.166666666666667,2.0,0.0,2.0,2.0,1.0,1,0
173,174,1980-01-01 00:00:00,5.0,en,2010341895,30.0,1,Undergraduate (University),,Employed full-time,,3.0,8.0,10.0,1.0,0,1,1,1,1,1,1,1,1,1,0,0,6.0,5.0,7.0,8.0,7.0,-1,,4.0,4.0,4.0,1,1,0.8,0,0,0.8,1,0,0.8,4.0,3.0,5.0,6.0,2.0,3.0,4.0,3.0,5.0,4.0,5.0,4.0,2.0,3.0,4.0,2.0,4.0,4.0,3.0,3.0,4.0,1.0,4.0,617603982bd663edbfcf3597,10.0,10.0,4.0,3.1666666666666665,3.0,3.0,3.0,3.0,4.0,3,1
174,175,1980-01-01 00:00:00,5.0,en,1891907360,23.0,0,Undergraduate (University),,Employed full-time,,6.0,7.0,7.0,8.0,0,0,0,1,0,0,0,1,1,1,0,0,5.0,6.0,5.0,6.0,5.0,-1,,5.0,5.0,6.0,1,1,0.8,0,0,0.6,0,0,0.6,5.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5dce3ccc32ccbf0cd54263db,3.0,5.0,3.8333333333333335,3.0,0.0,0.0,0.0,1.0,1.0,3,1
175,176,1980-01-01 00:00:00,5.0,en,116730934,24.0,1,Undergraduate (University),,Employed part-time,,4.0,7.0,6.0,4.0,0,0,0,0,0,0,0,0,0,0,1,0,3.0,4.0,6.0,5.0,6.0,0,,6.0,4.0,4.0,1,1,0.8,0,0,0.6,0,0,0.6,6.0,5.0,6.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,5b6cf2c61b61b60001bc0678,7.0,6.5,4.333333333333333,3.5,0.0,0.0,2.0,2.0,1.0,2,1
176,177,1980-01-01 00:00:00,5.0,en,1705724498,39.0,1,Completed vocational training,,Employed full-time,,7.0,5.0,8.0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,4.0,4.0,7.0,5.0,3.0,1,,6.0,6.0,6.0,0,1,0.4,1,0,0.4,1,0,0.4,5.0,6.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,6340c2fb43e8f31b182c5058,8.0,8.0,3.5,1.8333333333333333,3.0,2.0,3.0,3.0,3.0,3,4
177,178,1980-01-01 00:00:00,5.0,en,1050387476,49.0,1,Completed vocational training,,Self-employed,,4.0,8.0,10.0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,7.0,7.0,6.0,4.0,0,,4.0,4.0,4.0,1,1,0.4,0,0,0.6,0,0,0.6,7.0,7.0,6.0,5.0,5.0,2.0,2.0,2.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,62fd447f13212a11c346c151,9.0,9.5,2.3333333333333335,3.0,0.0,3.0,0.0,0.0,3.0,0,4
178,179,1980-01-01 00:00:00,5.0,en,491866376,35.0,0,High school,,Self-employed,,1.0,6.0,8.0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,4.0,4.0,4.0,4.0,0,,4.0,4.0,4.0,0,0,0.8,0,0,0.6,0,0,0.6,5.0,5.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5b9dd322f074140001050095,8.0,8.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,0,3
